,Latitude,Location,Longitude
1090,25°43'N,Gagaria,70°46'E
1091,21°17'N,Raipur,81°45'E
1092,25°27'N,Gahmar,83°49'E
1093,23°50'N,Raisen,77°48'E
1094,26°58'N,Gambhir,77°27'E
1095,21°28'N,Raj Nandgaon,86°46'E
1096,25°39'N,Gandak,85°13'E
1097,21°28'N,Raj Nilgiri,86°46'E
1098,24°40'N,Gandhi Sagar,75°40'E
1099,17°01'N,Rajahnundry,81°48'E
1100,23°15'N,Gandhinagar,72°45'E
1101,09°25'N,Rajapalaiyam,77°35'E
1102,23°20'N,Ganga,90°30'E
1103,26°45'N,Rajasthan,73°30'E
1104,21°38'N,Ganga Sagar,88°05'E
1105,26°45'N,Rajasthan,73°30'E
1106,28°38'N,Gangan,78°58'E
1107,28°0'N,Rajasthan Canal,72°0'E
1108,29°56'N,Ganganagar,73°56'E
1109,33°25'N,Rajauri,74°21'E
1110,26°32'N,Gangapur,76°49'E
1111,24°02'N,Rajgarh Mad. P.,76°45'E
1112,23°20'N,Ganges/Ganga,90°30'E
1113,27°14'N,Rajgarh Raj.,76°38'E
1114,21°30'N,"Ganges, Mouths of the",90°00'E
1115,28°40'N,Rajgarh Raj.,75°25'E
1116,29°46'N,Gangoh,77°18'E
1117,25°02'N,Rajgir,85°25'E
1118,30°50'N,Gangroti,79°10'E
1119,22°15'N,Rajkot,70°56'E
1120,27°20'N,Gangtok,88°37'E
1121,24°30'N,Rajmahal Hills,87°30'E
1122,27°45'N,Ganj,78°57'E
1123,21°50'N,Rajpipla,73°30'E
1124,24°30'N,Gapat,82°28'E
1125,22°18'N,Rajpur,74°21'E
1126,25°34'N,Garautha,79°18'E
1127,30°25'N,Rajpura,76°32'E
1128,30°08'N,Garbiyan,80°54'E
1129,21°03'N,Rajula,71°26'E
1130,25°30'N,Garo Hills,90°30'E
1131,21°43'N,Ramakona,78°50'E
1132,24°19'N,Garot,75°41'E
1133,09°25'N,Ramanathapuram,78°55'E
1134,25°05'N,Garrauli,79°22'E
1135,23°48'N,Ramanujganj,83°42'E
1136,23°40'N,Garu,84°14'E
1137,33°14'N,Ramban,75°12'E
1138,24°11'N,Garwa,83°47'E
1139,27°05'N,Ramganga,79°58'E
1140,26°10'N,Gauhati/Guwahati,91°45'E
1141,23°40'N,Ramgarh Jharkhand,85°35'E
1142,28°41'N,Gauri Phanta,80°36'E
1143,27°16'N,Ramgarh Raj.,75°14'E
1144,21°15'N,Gawilgarh Hills,76°45'E
1145,27°30'N,Ramgarh Raj.,70°36'E
1146,24°47'N,Gaya,85°04'E
1147,09°25'N,Ramnad/Ramanathapuram,78°55'E
1148,29°30'N,Ghaggar,74°53'E
1149,32°47'N,"Ramnagar, J&K;",75°18'E
1150,25°45'N,Ghaghara,84°40'E
1151,29°24'N,"Ramnagar , Uttranchal",79°07'E
1152,23°17'N,Ghagra,84°33'E
1153,31°26'N,"Rampur, H.P.",77°43'E
1154,27°29'N,Ghagra,81°09'E
1155,23°25'N,Rampur Mad. P.,73°53'E
1156,22°39'N,Ghansor,80°01'E
1157,28°50'N,Rampur Ut. P.,79°05'E
1158,22°40'N,Ghatal,87°46'E
1159,24°10'N,Rampur Hat,87°50'E
1160,26°08'N,Ghatampur,80°13'E
1161,24°30'N,Rampura,75°27'E
1162,22°36'N,Ghatsila,86°29'E
1163,21°52'N,Ramrama Tola,79°55'E
1164,28°42'N,Ghaziabad,77°26'E
1165,21°20'N,Ramtek,79°15'E
1166,25°38'N,Ghazipur,83°35'E
1167,24°58'N,Rana Pratap Sagar Dam,75°38'E
1168,27°20'N,Ghotaru,70°01'E
1169,23°15'N,Ranaghat,88°35'E
1170,22°39'N,Ghughri,80°41'E
1171,23°19'N,Ranchi,85°27'E
1172,19°58'N,Ghugus,79°12'E
1173,26°28'N,Rangia,91°38'E
1174,35°50'N,Gilgit,74°15'E
1175,14°35'N,Ranibennur,75°30'E
1176,21°00'N,Gir Hills,71°00'E
1177,27°03'N,"Raniganj ,Ut. P.",82°13'E
1178,26°02'N,Girab,70°38'E
1179,23°40'N,Raniganj W. Bengal,87°05'E
1180,30°28'N,Giri,77°41'E
1181,29°39'N,Ranikhet,79°25'E
1182,24°10'N,Giridih,86°21'E
1183,24°50'N,Raniwara,72°10'E
1184,15°33'N,Goa,73°59'E
1185,23°59'N,Ranka,83°47'E
1186,15°33'N,Goa,73°59'E
1187,23°34'N,Rapar,70°38'E
1188,26°10'N,Goalpara,90°40'E
1189,26°18'N,Rapti,83°41'E
1190,22°43'N,Goaltor,87°10'E
1191,25°50'N,Rasra,83°50'E
1192,16°25'N,Godavari,82°18'E
1193,28°05'N,Ratangarh,74°35'E
1194,17°00'N,Godavari Pt.,82°20'E
1195,25°36'N,Rath,79°37'E
1196,24°50'N,Godda,87°13'E
1197,23°20'N,Ratlam,75°0'E
1198,22°49'N,Godhra,73°40'E
1199,16°57'N,Ratnagiri,73°18'E
1200,25°45'N,Gogra= Ghaghara,84°40'E
1201,22°14'N,Raurkela,84°50'E
1202,29°08'N,Gohana,76°42'E
1203,26°59'N,Raxaul,84°51'E
1204,23°01'N,Goharganj,77°41'E
1205,14°40'N,Rayadurg,76°50'W
1206,22°04'N,Goi,74°46'E
1207,19°15'N,Rayagada,83°20'E
1208,28°03'N,Gola,80°32'E
1209,23°55'N,Rehar,82°40'E
1210,26°08'N,Golakganj,89°52'E
1211,23°38'N,Rehli,79°05'E
1212,25°32'N,Gomati,83°11'E
1213,25°33'N,Reotipur,83°45'E
1214,23°52'N,Gomoh,86°10'E
1215,25°50'N,Revelganj,84°40'E
1216,27°09'N,Gonda,81°58'E
1217,24°33'N,Rewa,81°25'E
1218,21°58'N,Gondal,70°52'E
1219,28°15'N,Rewari,76°40'E
1220,21°23'N,Gondia,80°10'E
1221,33°10'N,Riasi,74°50'E
1222,22°05'N,Gop,69°50'E
1223,24°44'N,Robertsganj,83°4'E
1224,26°28'N,Gopalganj,84°30'E
1225,28°55'N,Rohtak,76°43'E
1226,26°47'N,Gorakhpur,83°23'E
1227,29°52'N,Roorkee,77°59'E
1228,29°45'N,Goriganga,80°23'E
1229,31°2'N,Rupar,76°38'E
1230,24°23'N,Govindgarh,81°18'E
1231,23°28'N,Rupsa,71°31'E
1232,28°00'N,Great Indian Desert/Thar Desert,72°00'E
1233,28°29'N,Sabi,76°44'E
1234,22°18'N,Gua,85°20'E
1235,25°11'N,Sadri,73°26'E
1236,14°12'N,Gudur,79°55'E
1237,14°14'N,Sagar Mad P.,75°6'E
1238,23°20'N,Gujarat,71°00'E
1239,29°58'N,Saharanpur,77°33'E
1240,17°20'N,Gulbarga,76°50'E
1241,25°53'N,Saharsa,86°36'E
1242,34°03'N,Gulmarg,74°25'E
1243,28°5'N,Sahaswan,78°45'E
1244,23°03'N,Gumla,84°33'E
1245,25°12'N,Sahibganj,87°40'E
1246,24°40'N,Guna,77°19'E
1247,25°39'N,Sai,82°47'E
1248,15°11'N,Guntakal,77°27'E
1249,23°28'N,Sailana,74°55'E
1250,16°23'N,Guntur,80°30'E
1251,23°50'N,Sairang,92°45'E
1252,32°05'N,Gurdaspur,75°31'E
1253,33°20'N,Sajum,79°0'E
1254,28°27'N,Gurgaon,77°01'E
1255,26°13'N,Sakri,86°5'E
1256,25°12'N,Gurha,71°39'E
1257,22°2'N,Sakti,82°58'E
1258,26°10'N,Guwahati,91°45'E
1259,22°19'N,Salaya,69°35'E
1260,26°12'N,Gwalior,78°10'E
1261,11°40'N,Salem,78°11'E
1262,25°10'N,Haflong,93°05'E
1263,26°2'N,Salon,81°27'E
1264,26°37'N,Haidargarh,81°22'E
1265,18°27'N,Salur,83°18'E
1266,25°45'N,Hajipur,85°13'E
1267,26°50'N,Sam,70°31'E
1268,22°05'N,Haldia,88°03'E
1269,30°10'N,Samana,76°13'E
1270,29°31'N,Haldwani,79°30'E
1271,25°50'N,Samastipur,85°50'E
1272,24°50'N,Halia,82°19'E
1273,32°32'N,Samba,75°10'E
1274,23°01'N,Halvad,71°11'E
1275,21°28'N,Sambalpur,84°4'E
1276,31°41'N,Hamirpur H.P.,76°31'E
1277,28°35'N,Sambhal,78°37'E
1278,25°57'N,"Hamirpur, Ut. P.",80°09'E
1279,26°52'N,Sambhar,75°6'E
1280,34°21'N,Handwara,74°20'E
1281,26°55'N,Sambhar L.,75°12'E
1282,32°42'N,Hanle,79°04'E
1283,22°59'N,Sanand,72°25'E
1284,24°36'N,Hansdiha,87°05'E
1285,27°5'N,Sandila,80°31'E
1286,29°10'N,Hansi,75°57'E
1287,19°37'N,Sangamner,74°15'E
1288,29°35'N,Hanumangarh,74°19'E
1289,24°55'N,Sangod,76°17'E
1290,22°37'N,Haora,88°20'E
1291,30°14'N,Sangrur,75°50'E
1292,28°45'N,Hapur,77°45'E
1293,22°59'N,Sanwer,75°50'E
1294,22°27'N,Harda,77°05'E
1295,22°42'N,Saraikela,85°56'E
1296,27°26'N,Hardoi,80°06'E
1297,21°30'N,Sarangarh,83°5'E
1298,29°58'N,Hardwar/Haridwar,78°09'E
1299,28°30'N,Sardarshahr,74°29'E
1300,29°58'N,Haridwar,78°09'E
1301,21°38'N,Saria,83°22'E
1302,22°37'N,Harrai,79°13'E
1303,25°46'N,Sarila,79°41'E
1304,22°06'N,Harsud,76°44'E
1305,26°4'N,Sarvar,75°0'E
1306,29°00'N,Haryana,76°10'E
1307,21°10'N,Sasan Gir,70°36'E
1308,21°44'N,Hasdo,82°44'E
1309,24°57'N,Sasaram,84°5'E
1310,27°36'N,Hathras,78°06'E
1311,34°50'N,Saser,77°50'E
1312,24°07'N,Hatta,79°36'E
1313,17°44'N,Satara,73°58'E
1314,23°58'N,Hazaribag,85°26'E
1315,23°55'N,Satbarwa,84°16'E
1316,24°12'N,Hazaribag Road,85°57'E
1317,20°15'N,Satmala Hills,74°40'E
1318,31°30'N,Himachal Pradesh,77°00'E
1319,34°35'N,Satna,80°50'E
1320,23°37'N,Himatnagar,72°57'E
1321,21°25'N,Satpura Ra,76°10'E
1322,26°44'N,Hindaun,77°05'E
1323,26°0'N,Sawai Madhopur,76°25'E
1324,13°49'N,Hindupur,77°32'E
1325,17°28'N,Secunderabad,78°30'E
1326,20°30'N,Hinganghat,78°52'E
1327,23°10'N,Sehore,77°5'E
1328,21°57'N,Hingir,83°41'E
1329,21°44'N,seohara,82°28'E
1330,19°41'N,Hingoli,77°15'E
1331,26°9'N,Seondha,78°48'E
1332,21°32'N,Hirakud Dam,83°45'E
1333,22°5'N,Seoni,79°30'E
1334,23°06'N,Hiran,79°21'E
1335,22°27'N,sEoni Malwa,77°28'E
1336,24°22'N,Hirapur,79°13'E
1337,28°58'N,Sewani,75°39'E
1338,29°12'N,Hisar,75°45'E
1339,23°29'N,Sihora,80°6'W
1340,21°56'N,Hooghly/Hugli,88°04'E
1341,22°26'N,Sika,69°47'E
1342,22°53'N,Hooghly-Chinsura/Chunchura,88°27'E
1343,27°33'N,Sikar,75°10'E
1344,22°45'N,Hoshangabad,77°45'E
1345,27°50'N,Sikkim,88°30'E
1346,31°30'N,Hoshiarpur,75°58'E
1347,21°54'N,Silawad,74°54'E
1348,15°15'N,Hospet,76°20'E
1349,24°49'N,Silchar,92°48'E
1350,22°37'N,Howrah/Haora,88°20'E
1351,26°35'N,Silghat,93°0'E
1352,21°56'N,Hugli,88°04'E
1353,23°18'N,Silvani,78°25'E
1354,35°54'N,Hunza,74°20'E
1355,24°43'N,Simaltala,86°33'E
1356,17°22'N,Hyderabad,78°29'E
1357,22°37'N,Simdega,84°31'E
1358,33°40'N,Hymia,78°02'E
1359,31°2'N,Simla,77°9'E
1360,21°34'N,Ib,83°48'E
1361,34°18'N,Sind J & K,74°45'E
1362,19°10'N,Ichchapuram,84°40'E
1363,23°45'N,Sindri,86°42'E
1364,23°01'N,Ichhawar,77°01'E
1365,25°0'N,Singoli,75°22'E
1366,24°48'N,Imphal,93°56'E
1367,21°55'N,Sinor,73°20'E
1368,22°42'N,Indore,75°53'E
1369,23°55'N,Sipra,75°28'E
1370,19°20'N,Indravati,80°20'E
1371,25°39'N,Sirathu,81°19'E
1372,24°58'N,Ingraj Bazar,88°10'E
1373,24°51'N,Sirmaur,81°23'E
1374,24°48'N,Isagarh,77°51'E
1375,24°52'N,Sirohi,72°53'E
1376,26°51'N,Isan,80°07'E
1377,24°5'N,Sironj,77°39'E
1378,25°09'N,Islampur,85°12'E
1379,26°51'N,Sirsa,79°4'E
1380,34°15'N,Isogstalo,78°46'E
1381,27°9'N,Siswa Bazar,83°46'E
1382,22°36'N,Itarsi,77°51'E
1383,26°37'N,Sitamarhi,85°30'E
1384,29°09'N,Jabalpur,79°58'E
1385,27°38'N,Sitapur,80°45'E
1386,20°52'N,Jafarabad,71°22'E
1387,26°13'N,Siwan,84°21'E
1388,30°10'N,Jagadhri,77°20'E
1389,25°38'N,Siwana,72°25'E
1390,25°30'N,Jagadishpur,84°21'E
1391,22°47'N,Sobhapur,78°17'E
1392,19°03'N,Jagdalpur,82°00'E
1393,35°30'N,Soda Plains,79°0'E
1394,30°50'N,Jagraon,75°25'E
1395,25°55'N,sojat,73°45'E
1396,18°50'N,Jagital,79°00'E
1397,30°55'N,Solan,77°7'E
1398,22°35'N,Jahanabad,81°07'W
1399,25°47'N,Somdari,72°38'E
1400,25°13'N,Jahazpur,84°59'E
1401,20°53'N,Somnath,70°22'E
1402,31°21'N,Jaijon,76°09'E
1403,25°42'N,Son,84°52'E
1404,27°00'N,Jaipur,75°50'E
1405,34°18'N,Sonamarg,75°21'E
1406,26°15'N,Jais,81°32'E
1407,24°24'N,Sonamukhi,79°56'E
1408,26°55'N,Jaisalmer,70°54'E
1409,24°24'N,Sonar,79°56'E
1410,23°38'N,Jaisinghnagar,78°34'E
1411,20°55'S,Sonepur,83°50'E
1412,26°12'N,Jaitaran,73°56'E
1413,23°29'N,Sonhat,82°31'E
1414,23°14'N,Jaithari,78°37'E
1415,29°0'N,Sonipat,77°5'E
1416,23°54'N,Jakam,74°13'E
1417,22°59'N,Sonkach,76°21'E
1418,29°48'N,Jakhal,75°50'E
1419,34°18'N,Sopur,74°27'E
1420,23°13'N,Jakhau,68°43'E
1421,25°37'N,Soraon,81°51'E
1422,27°41'N,Jalalabad,79°42'E
1423,27°27'N,Sot,79°37'E
1424,26°08'N,Jalaun,79°25'E
1425,22°32'N,South Koel,85°14'E
1426,27°29'N,Jalesar,78°19'E
1427,34°5'N,Srinagar,74°50'E
1428,21°00'N,Jalgaon,75°42'E
1429,21°12'N,Surat,72°55'E
1430,19°48'N,Jalna,75°38'E
1431,26°14'N,Sursar,87°3'E
1432,25°21'N,Jalor,72°37'E
1433,23°57'N,Susner,76°5'E
1434,26°32'N,Jalpaiguri,88°46'E
1435,33°6'N,Takh,77°32'E
1436,25°18'N,Jamalpur,86°28'E
1437,33°6'N,Takh,77°32'E
1438,23°02'N,Jamalpurganj,87°59'E
1439,21°0'N,Talcher,85°18'E
1440,22°03'N,Jambusar,72°51'E
1441,25°0'N,Tamenglong,93°35'E
1442,21°35'N,Jamira,88°28'E
1443,11°0'N,Tamluk,77°0'E
1444,16°30'N,Jamkhandi,75°15'E
1445,26°33'N,Tanda Ut. P.,82°35'E
1446,32°43'N,Jammu,74°54'E
1447,21°58'N,Tankhala,73°47'E
1448,34°25'N,Jammu & Kashmir,77°00'E
1449,21°8'N,Tapi,72°41'E
1450,22°30'N,Jamnagar,70°06'E
1451,22°48'N,Tawa,77°48'E
1452,25°13'N,Jamni,78°35'E
1453,30°23'N,Tehri,78°29'E
1454,22°4'N,Jamshedpur,86°12'E
1455,29°57'N,Tejam,80°11'E
1456,23°59'N,Jamtara,86°49'E
1457,18°37'N,Tekkali,84°15'E
1458,25°33'N,Janghai,82°19'E
1459,11°45'N,Tellicherry,75°30'E
1460,22°01'N,Janjgir,82°34'E
1461,16°15'N,Tenali,80°35'E
1462,23°40'N,Jaora,75°10'E
1463,23°24'N,Tendukhera,79°33'E
1464,24°33'N,Japla,84°01'E
1465,8°55'N,Tenkasi,77°20'E
1466,27°38'N,Jarwa,82°30'E
1467,26°40'N,Tezpur,92°45'E
1468,22°02'N,Jasdan,71°12'E
1469,22°34'N,Than,71°11'E
1470,22°54'N,Jashpurnagar,84°09'E
1471,10°48'N,Thanjavur,79°12'E
1472,24°31'N,Jasidih,86°39'E
1473,28°0'N,Thar Desert,72°0'E
1474,24°30'N,Jaso,80°29'E
1475,24°30'N,Tharad,71°44'E
1476,27°43'N,Jasrasar,73°49'E
1477,24°44'N,Tikamgarh,78°50'E
1478,25°46'N,Jaunpur,82°4'E
1479,8°45'N,Tinnevelly/Tirunelveli,77°45'E
1480,24°36'N,Jawad,74°51'E
1481,24°59'N,Tinpahar,87°44'E
1482,26°45'N,Jayanti,89°40'E
1483,27°20'N,Tipongpani,95°55'E
1484,26°43'N,Jaynagar,86°09'E
1485,21°40'N,Tirodi,79°44'E
1486,21°45'N,Jetpur,70°10'E
1487,10°45'N,Tiruchchirappalli,78°45'E
1488,18°50'N,Jeypore,82°38'E
1489,8°45'N,Tirunelveli,77°45'E
1490,24°46'N,Jha Jha,86°22'E
1491,13°39'N,Tirupati,79°25'E
1492,24°00'N,Jhaarkand/Jharkhand,85°50'E
1493,11°5'N,Tiruppur,77°22'E
1494,22°46'N,Jhabua,74°36'E
1495,12°15'N,Tiruvannamalai,79°5'E
1496,28°37'N,Jhajjar,76°42'E
1497,32°50'N,Tisa,76°9'E
1498,24°40'N,Jhalawar,76°10'E
1499,25°42'N,Todgarh,73°58'E
1500,23°22'N,Jhalida,85°58'E
1501,26°6'N,Tonk,75°54'E
1502,24°33'N,Jhalrapatan,76°10'E
1503,30°30'N,"Tons, Haryana",77°39'E
1504,25°30'N,Jhansi,78°36'E
1505,26°1'N,"Tons , Ut.P.",83°33'E
1506,22°27'N,Jhargram,86°59'E
1507,22°57'N,Torpa,85°6'E
1508,23°45'N,Jharia,86°26'E
1509,27°37'N,Towang,91°50'E
1510,24°00'N,Jharkhand,85°50'E
1511,10°30'N,Trichur,76°18'E
1512,21°56'N,Jharsuguda,84°05'E
1513,24°0'N,Tripura,92°0'E
1514,23°24'N,Jhilmilli,82°51'E
1515,30°19'N,Trishul,79°47'E
1516,28°10'N,Jhunjhunu,75°30'E
1517,8°41'N,Trivandrum,77°0'E
1518,29°02'N,Jido,94°58'E
1519,32°50'N,Tso Moriri L.,78°20'E
1520,25°45'N,Jigni,79°25'E
1521,22°59'N,Tuna,70°5'E
1522,29°19'N,Jind,76°22'E
1523,27°12'N,Tundla,78°17'E
1524,22°25'N,Jobat,74°34'E
1525,8°50'S,Tuticorin,78°12'E
1526,26°23'N,Jodhpur,73°08'E
1527,11°30'N,Udagamandalam,76°44'E
1528,22°42'N,Jodiya,70°18'E
1529,22°33'N,Udainagar,76°13'E
1530,26°25'N,Jogbani,87°15'E
1531,24°36'N,Udaipur,73°44'E
1532,23°37'N,Johilla,81°14'E
1533,21°35'N,Udala,86°34'E
1534,26°20'N,Jora,77°49'E
1535,18°25'N,Udgir,77°5'E
1536,26°45'N,Jorhat,94°12'E
1537,33°0'N,Udhampur,75°5'E
1538,30°34'N,Joshinath,79°34'E
1539,13°25'N,Udupi,74°42'E
1540,31°05'N,Jubbal,77°40'E
1541,32°10'N,Ujh,75°18'E
1542,23°09'N,Jubbulpore/Jabalpur,79°58'E
1543,28°0'N,Ujhani,79°6'E
1544,31°20'N,Jullundur,75°40'E
1545,33°28'N,Ukki Fort,76°54'E
1546,25°30'N,Jumna/Yamuna,81°53'E
1547,23°35'N,Umaria,80°50'E
1548,21°30'N,Junagadh,70°30'E
1549,22°41'N,Umreth,73°4'E
1550,22°50'N,"Kachchh, Gulf of",69°15'E
1551,2°046'N,Una,71°8'E
1552,24°00'N,"Kachchh, Rann of",70°00'E
1553,26°35'N,Unnao,80°30'E
1554,21°44'N,Kachchhidhana,78°46'E
1555,21°46'N,Upleta,70°16'E
1556,23°50'N,Kachnara,75°06'E
1557,33°48'N,Upshi,77°52'E
1558,23°18'N,Kadi,72°23'E
1559,27°19'N,Utraula,82°25'E
1560,26°10'N,Kadipur,82°23'E
1561,27°0'N,Uttar Pradesh,80°0'E
1562,27°33'N,Kaimganj,79°24'E
1563,30°0'N,Uttaranchal,79°30'E
1564,24°30'N,Kaimur Hills,82°00'E
1565,22°20'N,Vadnagar,73°10'E
1566,22°45'N,Kaira,72°50'E
1567,22°20'N,Vadodara,73°10'E
1568,22°24'N,Kairana,77°15'E
1569,26°28'N,Vaisali,78°53'E
1570,29°48'N,Kaithal,76°26'E
1571,20°40'N,Valsad,72°58'E
1572,21°53'N,Kakdwip,88°11'E
1573,25°22'N,Varanasi,83°0'E
1574,16°57'N,Kakinada,82°11'E
1575,23°9'N,Vatrak,73°2'E
1576,27°06'N,Kali,79°55'E
1577,24°22'N,Vav,71°31'E
1578,25°32'N,Kali Sindh,76°17'E
1579,14°45'N,Velikonda Range,79°10'E
1580,27°04'N,Kalimpong,88°35'E
1581,12°57'N,Vellore,79°10'E
1582,30°46'N,Kalka,76°57'E
1583,15°53'N,Venguria,73°45'E
1584,23°13'N,Kalna,88°25'E
1585,18°20'N,Venkatapuram,80°30'E
1586,22°46'N,Kalnai,83°30'E
1587,20°53'N,Veraval,70°27'E
1588,22°37'N,"Kalol, Gujarat",73°31'E
1589,42°58'N,Victor,77°24'W
1590,23°15'N,"Kalol, Gujarat",72°33'E
1591,23°28'N,Vidisha,77°53'E
1592,26°08'N,Kalpi,79°47'E
1593,16°31'N,Vijayawada,80°39'E
1594,27°39'N,Kaman,77°16'E
1595,22°50'N,Vindhya Ra.,77°0'E
1596,25°35'N,Kamla,86°36'E
1597,23°5'N,Viramgam,72°0'E
1598,12°52'N,Kanchipuram,79°45'E
1599,21°51'N,Virpur,70°42'E
1600,30°59'N,Kandaghat,77°07'E
1601,9°30'N,Virudunagar,77°58'E
1602,29°18'N,Kandhla,77°19'E
1603,17°45'N,Vishakhapatnam,83°20'E
1604,23°58'N,Kandi,88°05'E
1605,23°45'N,Visnagar,72°32'E
1606,23°00'N,Kandla,70°10'E
1607,18°6'N,Vizianagaram,83°30'E
1608,32°06'N,Kangra,76°16'E
1609,27°37'N,Vrindavan,77°40'E
1610,27°50'N,Kangto,92°35'E
1611,22°35'N,Wankaner,71°0'E
1612,24°28'N,Kanhar,83°08'E
1613,17°58'N,Warangal,79°35'E
1614,20°10'N,Kanker,81°40'E
1615,21°45'N,Waraseoni,80°2'E
1616,25°04'N,Kankroli,73°53'E
1617,19°57'N,Wardha,79°11'E
1618,27°03'N,Kannauj,79°56'E
1619,20°3'N,Washim,77°0'E
1620,22°45'N,Kannod,76°40'E
1621,23°0'N,West Bengal,88°0'E
1622,26°28'N,Kanpur,80°20'E
1623,14°0'N,Western Ghats,75°0'E
1624,22°35'N,Kantaphor,76°34'E
1625,34°20'N,Wular L.,74°30'E
1626,28°20'N,Kantli,75°30'E
1627,16°45'N,Yadgir,77°5'E
1628,23°05'N,Kapadvanj,73°00'E
1629,25°30n,Yamuna,81°53'E
1630,31°23'N,Kapurthala,75°25'E
1631,30°7'N,Yamunagar,77°17'E
1632,17°15'N,Karad,74°10'E
1633,20°20'N,Yavatmal,78°15'E
1634,25°29'N,Karagola Road,87°23'E
1635,33°15'N,Zaskar Mts.,77°30'E
